rep_id,region,tenure_months,q1_sales_k,coached,q2_sales_k
764,LATAM,29,70.0,0,75.3
765,NA,2,37.4,0,16.6
766,LATAM,56,15.4,1,32.0
767,EMEA,32,38.6,1,54.2
768,NA,28,50.2,0,42.2
769,NA,38,57.1,0,75.0
770,LATAM,6,64.8,0,80.9
771,NA,53,36.7,0,69.2
772,LATAM,10,49.4,0,44.0
773,APAC,18,53.0,0,70.6
774,APAC,14,78.9,0,39.5
775,APAC,3,53.2,0,52.9
776,NA,18,7.4,1,21.3
777,NA,34,42.5,1,53.5
778,EMEA,52,38.2,0,58.8
779,APAC,39,54.2,0,44.3
780,APAC,23,40.5,0,53.6
781,APAC,45,70.7,0,57.1
782,NA,36,57.7,0,57.3
783,NA,10,21.2,1,49.4
784,EMEA,39,53.4,0,58.3
785,APAC,12,41.6,1,48.2
786,LATAM,9,43.4,1,38.0
787,NA,55,16.5,1,27.4
788,APAC,56,32.9,1,57.6
789,APAC,4,36.2,1,43.6
790,EMEA,27,48.8,1,51.1
791,EMEA,39,69.0,1,80.6
792,NA,56,55.6,0,64.9
793,APAC,28,75.2,0,77.7
794,APAC,41,55.2,0,48.6
795,NA,51,66.8,0,68.6
796,EMEA,7,58.3,0,38.9
797,LATAM,41,48.5,0,57.0
798,APAC,21,4.6,1,34.0
799,LATAM,18,38.9,1,47.8
800,APAC,5,75.0,0,61.3
801,APAC,54,54.6,0,80.5
802,LATAM,14,32.8,0,45.4
803,NA,24,20.8,1,49.0
804,APAC,9,66.4,0,50.8
805,EMEA,35,53.0,0,43.3
806,NA,11,68.7,0,69.7
807,EMEA,57,64.3,0,40.3
808,EMEA,15,31.5,1,33.9
809,LATAM,24,20.0,1,46.8
810,EMEA,28,64.0,0,57.7
811,LATAM,11,52.0,0,41.6
812,LATAM,47,42.1,0,47.1
813,EMEA,44,25.4,1,47.4
814,EMEA,33,56.6,0,59.9
815,APAC,45,39.1,1,32.4
816,APAC,21,66.4,0,53.6
817,LATAM,59,12.9,1,46.5
818,EMEA,30,61.6,0,34.7
819,NA,23,25.3,1,37.8
820,LATAM,28,52.6,0,49.4
821,NA,36,75.5,0,68.3
822,LATAM,16,59.7,0,64.6
823,LATAM,3,45.0,1,25.0
824,NA,56,37.1,1,35.6
825,LATAM,40,73.1,0,47.7
826,EMEA,31,36.7,1,38.1
827,APAC,14,71.4,0,57.6
828,APAC,58,66.5,0,75.5
829,EMEA,48,35.5,0,19.6
830,APAC,30,78.2,0,81.7
831,EMEA,13,23.7,1,48.2
832,APAC,13,63.8,0,55.9
833,APAC,35,38.2,1,54.6
834,NA,50,50.5,0,60.5
835,LATAM,52,60.2,0,55.7
836,NA,20,55.4,0,60.2
837,APAC,32,64.5,0,56.9
838,EMEA,23,68.0,0,56.5
839,LATAM,31,51.9,0,39.2
840,LATAM,37,36.2,1,51.5
841,APAC,43,65.2,0,48.2
842,EMEA,53,44.0,1,42.1
843,APAC,2,70.1,0,58.2
844,EMEA,4,44.2,1,86.8
845,EMEA,42,49.2,0,63.2
846,LATAM,36,49.6,0,31.6
847,APAC,41,18.3,1,19.2
848,LATAM,44,34.2,1,44.6
849,APAC,28,46.3,1,69.0
850,NA,56,37.5,1,35.3
851,APAC,44,42.6,0,45.4
852,LATAM,4,45.5,0,50.4
853,EMEA,21,53.7,0,71.2
854,LATAM,8,32.7,1,16.4
855,EMEA,55,45.4,1,45.4
856,APAC,28,28.3,1,33.6
857,APAC,41,53.4,0,55.2
858,APAC,16,64.4,0,61.4
859,NA,20,86.5,0,86.1
860,APAC,6,40.9,1,52.1
861,NA,25,68.9,0,79.1
862,EMEA,40,60.0,0,59.1
863,NA,27,55.8,0,58.1
864,APAC,49,69.7,0,65.1
865,NA,15,32.8,1,36.4
866,NA,50,38.8,1,34.2
867,APAC,47,76.4,0,71.8
868,EMEA,34,68.6,0,73.6
869,APAC,7,71.9,0,77.6
870,EMEA,42,59.5,0,53.0
871,LATAM,58,47.9,0,40.3
872,NA,39,48.5,1,60.9
873,LATAM,15,36.7,1,25.0
874,APAC,22,55.3,0,55.4
875,EMEA,12,47.6,0,48.7
876,APAC,47,49.2,0,42.6
877,NA,7,61.4,0,70.6
878,NA,57,58.8,0,58.9
879,APAC,38,41.8,1,33.8
880,EMEA,9,68.1,0,41.5
881,EMEA,58,62.6,0,41.7
882,LATAM,18,63.9,0,35.7
883,NA,39,43.7,0,44.9
884,APAC,42,58.7,0,52.1
885,EMEA,51,22.9,1,18.3
886,EMEA,58,68.2,0,79.6
887,APAC,29,32.0,1,16.2
888,LATAM,17,51.7,0,41.1
889,NA,38,50.2,0,31.3
890,LATAM,49,60.4,0,55.5
891,EMEA,43,33.3,1,30.4
892,NA,4,75.6,0,62.1
893,EMEA,59,68.2,0,53.2
894,LATAM,21,48.2,1,79.3
895,LATAM,13,68.2,0,59.3
896,EMEA,22,48.1,0,43.3
897,EMEA,34,50.1,0,53.1
898,LATAM,31,41.2,0,23.1
899,NA,12,40.3,0,50.0
900,APAC,31,45.8,0,51.5
901,LATAM,25,24.3,1,49.6
902,EMEA,18,35.5,1,45.2
903,EMEA,5,38.3,1,35.1
904,LATAM,36,55.3,0,72.1
905,APAC,48,68.6,0,59.0
906,EMEA,32,48.7,0,48.8
907,NA,8,69.6,0,54.1
908,NA,18,78.5,0,78.4
909,NA,56,60.8,0,57.0
910,APAC,50,54.4,0,50.3
911,EMEA,34,46.3,0,39.1
912,LATAM,15,50.9,0,62.2
913,LATAM,29,38.9,0,44.1
914,NA,14,68.6,0,70.4
915,NA,13,62.9,0,38.4
916,EMEA,51,25.1,1,13.2
917,EMEA,34,38.0,1,40.1
918,LATAM,2,44.7,0,41.1
919,LATAM,9,33.2,1,34.7
920,EMEA,10,55.4,0,44.8
921,EMEA,10,68.4,0,64.8
922,APAC,37,26.1,1,37.2
923,EMEA,43,53.8,0,36.9
924,LATAM,14,10.9,1,38.8
925,LATAM,8,41.2,1,53.3
926,EMEA,4,49.0,0,45.7
927,EMEA,39,52.3,0,34.5
928,NA,8,46.6,1,50.7
929,NA,29,86.6,0,73.9
930,APAC,25,31.5,1,33.9
931,APAC,55,68.2,0,61.6
932,LATAM,14,10.4,1,13.8
933,EMEA,27,52.8,0,43.4
934,EMEA,18,76.6,0,52.3
935,APAC,52,33.0,1,45.2
936,LATAM,2,50.6,0,45.8
937,LATAM,16,46.2,0,46.0
938,APAC,25,26.3,1,28.6
939,EMEA,27,27.9,1,40.6
940,LATAM,18,61.5,0,56.2
941,NA,50,29.7,1,64.7
942,LATAM,45,37.3,0,25.5
943,APAC,15,40.5,0,57.3
944,EMEA,2,49.9,0,63.7
945,EMEA,29,34.3,1,38.6
946,APAC,52,53.2,0,74.1
947,LATAM,29,49.7,0,66.3
948,EMEA,46,52.1,0,44.6
949,LATAM,40,74.0,0,55.7
950,NA,14,42.7,0,66.2
951,APAC,34,36.7,0,2.2
952,LATAM,24,58.6,0,56.8
953,APAC,10,40.1,0,51.7
954,LATAM,34,55.6,0,17.3
955,LATAM,14,70.2,0,62.6
956,APAC,56,61.9,0,41.0
957,APAC,53,14.4,1,42.8
958,EMEA,23,22.4,1,55.3
959,NA,50,62.8,0,55.0
960,LATAM,47,78.7,0,82.9
961,APAC,16,82.4,0,72.7
962,NA,50,57.8,0,67.8
963,LATAM,23,79.1,0,66.5
964,NA,45,23.0,1,40.3
965,APAC,44,39.1,1,24.3
966,APAC,51,46.4,0,72.6
967,APAC,39,69.0,0,71.3
968,NA,40,14.4,1,34.7
969,EMEA,22,62.0,0,48.6
970,EMEA,36,27.9,1,22.7
971,NA,40,63.4,0,25.4
972,LATAM,42,50.3,0,38.7
973,EMEA,39,43.6,0,43.3
974,NA,8,57.4,1,72.7
975,EMEA,18,36.2,1,44.1
976,NA,14,29.2,1,39.1
977,LATAM,13,58.7,1,43.6
978,NA,11,59.3,0,64.6
979,LATAM,41,83.3,0,65.2
980,EMEA,13,52.3,0,76.1
981,EMEA,8,71.7,0,67.4
982,LATAM,52,30.4,1,34.5
983,NA,16,58.0,0,49.6
984,NA,53,7.6,1,18.0
985,APAC,30,66.0,0,62.2
986,LATAM,30,34.5,1,59.3
987,APAC,3,49.2,1,63.3
988,NA,39,35.5,0,33.0
989,NA,17,28.2,1,46.3
990,APAC,41,40.4,1,27.3
991,NA,47,34.4,1,33.6
992,LATAM,2,59.1,0,48.2
993,APAC,16,23.5,1,22.8
994,NA,58,64.0,0,50.5
995,EMEA,15,50.5,0,56.9
996,EMEA,39,37.6,1,25.6
997,APAC,44,27.4,1,29.1
998,NA,41,30.8,1,25.2
999,EMEA,41,34.3,1,25.1
1000,EMEA,37,73.7,0,73.2
1001,EMEA,54,55.1,0,65.2
1002,LATAM,31,50.8,0,40.2
1003,NA,5,91.1,0,76.4
1004,APAC,38,58.8,0,56.7
1005,EMEA,14,34.6,1,37.8
1006,APAC,5,18.4,1,49.0
1007,EMEA,13,57.0,0,64.1
1008,LATAM,55,16.7,1,29.9
1009,EMEA,17,58.5,0,45.0
1010,LATAM,44,42.8,0,43.9
1011,LATAM,40,41.6,0,31.5
1012,APAC,19,43.8,1,31.7
1013,APAC,2,37.1,1,23.7
1014,LATAM,56,66.7,0,74.6
1015,NA,43,65.8,0,60.8
1016,APAC,47,58.6,0,56.0
1017,EMEA,22,66.5,0,65.9
1018,APAC,46,47.3,0,58.5
1019,APAC,31,32.6,1,43.6
1020,LATAM,17,58.2,0,66.6
1021,NA,30,54.8,0,59.0
1022,APAC,15,53.9,0,36.3
1023,LATAM,33,40.5,0,43.0
1024,APAC,45,26.3,1,43.7
1025,LATAM,47,67.0,0,71.8
1026,LATAM,11,56.5,0,74.0
1027,LATAM,34,44.2,0,44.4
1028,APAC,48,57.6,0,56.6
1029,LATAM,20,53.1,0,58.6
1030,LATAM,24,38.9,0,43.6
1031,LATAM,28,56.4,0,49.0
1032,EMEA,31,58.4,0,63.7
1033,EMEA,51,51.3,1,54.9
1034,LATAM,42,62.8,0,47.2
1035,NA,39,44.2,1,34.3
1036,EMEA,24,63.2,0,76.8
1037,LATAM,51,60.0,0,69.6
1038,NA,2,39.9,0,65.4
1039,APAC,20,49.6,0,46.3
1040,LATAM,8,53.5,0,52.8
1041,LATAM,37,26.2,1,39.4
1042,NA,5,52.7,1,51.2
1043,NA,58,50.3,1,53.5
1044,EMEA,15,60.3,0,72.3
1045,APAC,57,33.4,1,23.7
1046,LATAM,29,61.4,0,73.9
1047,EMEA,54,45.8,0,34.5
1048,APAC,17,35.5,1,52.9
1049,EMEA,9,85.3,0,62.7
1050,APAC,38,38.3,0,49.9
1051,EMEA,40,51.8,0,55.5
1052,APAC,5,67.2,0,64.6
1053,APAC,4,54.3,0,28.7
1054,EMEA,52,79.1,0,62.0
1055,EMEA,6,34.1,1,31.6
1056,NA,4,53.1,0,61.7
1057,EMEA,16,48.2,1,59.6
1058,LATAM,44,54.0,0,57.2
1059,APAC,43,77.4,0,60.4
1060,EMEA,56,65.8,0,53.9
1061,EMEA,44,45.9,0,36.6
1062,APAC,57,43.0,1,60.9
1063,NA,46,10.1,1,14.6
1064,LATAM,28,48.5,1,58.6
1065,APAC,52,39.6,0,62.9
1066,APAC,53,68.1,0,40.9
1067,EMEA,11,32.8,1,31.2
1068,APAC,41,31.7,1,39.8
1069,APAC,6,67.1,0,48.6
1070,LATAM,28,60.6,0,65.9
1071,LATAM,29,49.0,1,47.3
1072,EMEA,18,44.6,0,55.8
1073,NA,6,57.1,0,46.2
1074,LATAM,50,43.8,1,37.8
1075,NA,49,61.5,0,60.8
1076,EMEA,11,69.4,0,70.5
1077,NA,2,56.5,0,50.1
1078,NA,22,42.8,0,9.2
1079,LATAM,46,53.5,0,39.7
1080,EMEA,47,39.6,1,38.0
1081,LATAM,19,57.1,0,38.9
1082,LATAM,38,65.3,0,85.5
1083,NA,21,54.2,0,70.6
1084,EMEA,26,30.0,1,63.0
1085,LATAM,27,52.3,0,66.3
1086,LATAM,30,57.8,0,47.9
1087,APAC,2,48.4,0,39.6
1088,LATAM,38,23.6,1,35.7
1089,APAC,32,40.8,1,91.0
1090,EMEA,29,36.0,1,36.0
1091,APAC,13,60.7,0,56.8
1092,NA,39,67.0,0,81.1
1093,EMEA,3,42.4,0,33.4
1094,APAC,3,60.6,0,62.1
1095,NA,44,41.0,0,32.1
1096,LATAM,15,49.3,0,55.4
1097,NA,40,27.3,1,32.8
1098,EMEA,38,36.6,1,38.4
1099,NA,33,69.6,0,61.1
1100,APAC,33,49.0,1,42.2
1101,EMEA,34,47.1,1,50.1
1102,APAC,3,74.4,0,62.5
1103,LATAM,2,46.9,0,59.2
1104,LATAM,26,38.4,0,23.4
1105,EMEA,43,39.2,0,39.5
1106,LATAM,59,81.4,0,58.5
1107,EMEA,34,55.6,0,49.6
1108,NA,30,49.4,0,53.8
1109,EMEA,37,49.3,0,64.9
1110,APAC,40,41.4,1,44.1
1111,EMEA,7,81.9,0,72.8
1112,LATAM,57,54.1,0,66.8
1113,APAC,58,53.1,0,69.5
1114,APAC,21,54.5,0,38.4
1115,NA,38,61.3,0,86.1
1116,EMEA,7,70.2,0,51.1
1117,APAC,54,64.7,0,46.1
1118,LATAM,27,41.3,1,55.2
1119,LATAM,11,34.1,1,20.6
1120,APAC,29,47.2,0,45.3
1121,LATAM,31,77.2,0,63.7
1122,LATAM,44,88.9,0,71.8
1123,EMEA,8,50.6,1,81.9
1124,EMEA,6,55.5,0,52.7
1125,EMEA,16,43.9,0,51.7
1126,LATAM,31,24.7,1,27.2
1127,EMEA,45,40.6,0,33.6
1128,APAC,11,40.1,0,43.8
1129,LATAM,58,25.9,1,50.2
1130,NA,59,55.3,0,47.7
1131,NA,50,37.4,0,50.4
1132,APAC,10,34.9,0,49.0
1133,APAC,26,52.4,0,35.9
1134,EMEA,51,46.6,0,35.0
1135,EMEA,45,68.0,0,28.8
1136,EMEA,54,46.3,0,65.1
1137,NA,22,35.5,0,54.9
1138,APAC,19,46.2,1,41.3
1139,NA,15,49.9,1,53.8
1140,NA,8,51.8,0,39.8
1141,NA,5,82.6,0,73.3
1142,APAC,38,31.3,1,62.3
1143,EMEA,28,81.7,0,67.6
1144,EMEA,51,40.5,1,49.1
1145,EMEA,17,33.0,1,56.0
1146,APAC,56,52.1,0,36.9
1147,EMEA,43,32.0,1,43.5
1148,APAC,44,24.6,1,28.9
1149,APAC,9,67.5,0,55.8
1150,NA,54,44.0,0,62.8
1151,APAC,54,31.3,1,45.0
1152,APAC,50,34.8,1,53.5
1153,EMEA,10,41.6,1,31.4
1154,EMEA,54,75.1,0,54.6
1155,APAC,21,54.8,0,57.2
1156,APAC,40,51.1,1,46.2
1157,LATAM,46,68.0,0,60.5
1158,NA,14,50.5,0,45.7
1159,APAC,15,34.1,1,37.2
1160,APAC,30,31.1,1,37.8
1161,APAC,54,49.4,1,66.2
1162,NA,40,26.5,1,27.8
1163,LATAM,49,46.6,1,64.9
1164,EMEA,54,26.2,1,26.6
1165,EMEA,35,45.9,0,37.5
1166,EMEA,31,68.2,0,68.1
1167,APAC,35,58.5,0,57.9
1168,LATAM,12,52.8,0,67.3
1169,NA,44,48.1,0,9.5
1170,LATAM,44,34.5,0,53.2
1171,NA,27,55.5,0,66.5
1172,APAC,19,46.1,1,38.7
1173,EMEA,37,30.0,1,42.1
1174,EMEA,28,48.4,0,41.4
1175,NA,3,72.8,0,27.8
1176,APAC,3,34.6,1,45.7
1177,NA,27,32.4,1,50.1
1178,EMEA,16,58.6,1,45.3
1179,NA,36,37.1,1,71.1
1180,APAC,47,48.5,0,49.0
1181,LATAM,36,40.6,0,35.0
1182,NA,55,61.8,0,55.3
1183,LATAM,2,73.8,0,74.3
1184,NA,22,60.4,0,72.5
1185,LATAM,35,44.6,0,59.3
1186,LATAM,22,63.0,0,67.6
1187,APAC,57,36.6,0,46.6
1188,NA,45,61.2,0,73.2
1189,EMEA,39,36.4,0,52.0
1190,APAC,36,61.2,0,58.9
1191,EMEA,8,63.4,0,55.4
1192,NA,20,49.4,0,41.6
1193,EMEA,52,68.6,0,65.9
1194,EMEA,49,32.6,1,48.5
1195,APAC,26,65.3,0,48.2
1196,NA,51,11.7,1,45.1
1197,APAC,54,63.2,0,46.4
1198,EMEA,43,54.0,0,46.7
1199,NA,12,45.1,0,47.1
1200,EMEA,20,32.4,1,43.0
1201,NA,31,58.5,0,72.7
1202,NA,51,64.9,0,74.8
1203,APAC,48,79.0,0,71.0
1204,NA,52,61.5,0,50.6
1205,NA,32,67.1,0,70.7
1206,APAC,24,46.5,0,54.2
1207,EMEA,22,24.4,1,38.2
1208,NA,44,41.2,1,26.6
1209,LATAM,10,27.8,1,37.0
1210,NA,39,46.4,1,66.3
1211,LATAM,23,80.9,0,78.8
1212,NA,12,60.0,0,41.7
1213,NA,25,50.0,0,42.0
1214,APAC,43,61.1,0,64.1
1215,LATAM,44,56.0,0,40.5
1216,APAC,20,38.8,0,56.2
1217,APAC,8,36.9,1,39.5
1218,EMEA,26,64.0,0,62.9
1219,EMEA,55,54.9,0,70.0
1220,LATAM,29,53.1,0,51.2
1221,LATAM,57,40.8,0,30.8
1222,EMEA,18,48.5,0,61.5
1223,LATAM,30,43.3,0,46.6
1224,LATAM,27,50.2,0,40.8
1225,NA,57,47.8,0,40.7
1226,EMEA,49,40.6,0,49.8
1227,APAC,10,61.1,0,40.3
1228,EMEA,42,72.9,0,90.2
1229,LATAM,42,40.9,1,17.4
1230,NA,16,54.4,0,41.8
1231,LATAM,32,29.5,1,29.5
1232,APAC,41,34.1,1,23.7
1233,EMEA,23,51.6,0,50.7
1234,NA,25,45.7,0,43.1
1235,LATAM,59,57.7,0,68.3
1236,APAC,7,60.7,0,76.4
1237,APAC,22,50.9,0,39.8
1238,NA,19,75.3,0,61.4
1239,EMEA,41,56.2,0,71.3
1240,LATAM,23,48.6,1,39.3
1241,LATAM,30,56.2,0,57.2
1242,EMEA,20,40.6,0,44.2
1243,EMEA,23,48.9,0,38.2
1244,NA,55,47.6,1,46.7
1245,LATAM,14,65.7,0,64.5
1246,APAC,50,53.8,0,67.3
1247,NA,31,64.0,0,51.2
1248,LATAM,46,54.5,0,67.0
1249,NA,35,58.4,0,64.5
1250,EMEA,6,65.2,0,64.7
1251,APAC,57,41.4,1,43.8
1252,NA,42,57.1,1,55.6
1253,EMEA,55,42.7,0,62.6
1254,EMEA,30,40.5,1,39.3
1255,LATAM,47,10.7,1,19.7
1256,APAC,11,41.6,1,56.3
1257,APAC,24,38.6,1,53.2
1258,APAC,22,34.8,0,41.1
1259,APAC,22,69.5,0,64.1
1260,NA,34,44.7,0,53.0
1261,NA,39,43.5,1,47.6
1262,EMEA,9,76.6,0,75.9
1263,LATAM,41,46.5,0,37.3
1264,LATAM,21,84.9,0,68.5
1265,NA,35,54.7,0,63.7
1266,APAC,46,42.5,1,30.9
1267,LATAM,59,58.7,0,72.6
1268,LATAM,14,66.2,0,75.3
1269,NA,50,78.1,0,42.4
1270,APAC,40,38.9,1,53.4
1271,APAC,37,51.0,1,47.8
1272,APAC,3,41.4,1,56.8
1273,APAC,58,50.6,0,33.5
1274,APAC,58,65.8,0,59.3
1275,NA,34,45.0,0,50.3
1276,NA,22,64.7,0,56.6
1277,EMEA,51,26.7,1,24.5
1278,LATAM,35,66.1,0,68.9
1279,EMEA,17,60.6,0,75.2
1280,APAC,7,20.1,1,47.2
1281,APAC,34,76.7,0,65.7
1282,NA,5,53.6,0,43.8
1283,NA,23,34.2,1,5.0
1284,NA,28,63.4,0,79.2
1285,EMEA,9,38.2,1,46.7
1286,LATAM,6,15.8,1,32.7
1287,LATAM,53,28.6,1,35.6
1288,EMEA,38,30.9,1,61.5
1289,NA,47,32.3,1,29.4
1290,NA,36,70.3,0,93.1
1291,APAC,35,37.6,1,51.3
1292,EMEA,14,49.4,0,55.3
1293,NA,12,36.6,1,47.3
1294,APAC,9,34.4,1,52.7
1295,LATAM,57,30.0,1,40.9
1296,LATAM,43,38.4,1,51.8
1297,EMEA,55,64.3,0,76.7
1298,LATAM,29,38.9,1,60.1
1299,LATAM,6,34.1,1,59.4
1300,APAC,52,50.9,0,44.5
1301,APAC,24,66.7,0,77.7
1302,APAC,36,53.0,1,76.0
1303,EMEA,39,69.4,0,52.7
1304,LATAM,9,55.9,0,50.5
1305,NA,44,65.9,0,43.5
1306,APAC,51,58.5,0,40.2
1307,LATAM,34,75.1,0,88.5
1308,EMEA,11,27.2,1,15.2
1309,LATAM,7,22.6,1,38.9
1310,LATAM,36,73.9,0,46.7
1311,LATAM,7,53.4,0,48.4
1312,LATAM,42,32.3,1,25.2
1313,LATAM,55,75.7,0,37.6
1314,EMEA,54,41.6,0,54.5
1315,LATAM,2,20.7,1,26.8
1316,NA,41,41.8,1,40.2
1317,APAC,50,64.1,0,90.3
1318,LATAM,16,31.3,1,39.0
1319,NA,27,40.6,0,26.1
1320,NA,8,66.1,0,56.1
1321,APAC,7,37.8,1,51.5
1322,EMEA,39,71.8,0,73.7
1323,APAC,12,51.6,1,44.7
1324,EMEA,19,44.8,1,27.5
1325,EMEA,59,72.8,0,65.1
1326,LATAM,45,64.9,0,82.4
1327,NA,6,63.7,0,51.2
1328,APAC,17,81.4,0,85.2
1329,LATAM,8,46.6,1,55.6
1330,EMEA,14,59.2,0,45.9
1331,NA,36,59.3,0,46.7
1332,NA,27,44.6,0,48.3
1333,NA,29,34.6,1,51.4
1334,EMEA,30,41.9,1,65.3
1335,LATAM,51,15.5,1,42.1
1336,EMEA,23,25.9,1,36.8
1337,EMEA,43,55.9,0,54.2
1338,EMEA,58,62.2,0,71.5
1339,NA,25,21.1,1,27.9
1340,NA,59,68.4,0,61.7
1341,EMEA,25,35.1,1,11.9
1342,APAC,14,30.0,1,37.5
1343,EMEA,39,40.0,0,55.7
1344,NA,53,46.8,0,40.9
1345,EMEA,12,54.1,0,50.7
1346,APAC,43,70.4,0,49.4
1347,APAC,55,64.0,0,66.4
1348,NA,55,49.0,1,69.5
1349,LATAM,31,75.3,0,72.1
1350,NA,41,28.8,1,50.4
1351,APAC,38,32.6,0,61.3
1352,LATAM,14,31.9,1,61.7
1353,NA,38,48.9,0,33.6
1354,NA,31,54.7,0,38.3
1355,EMEA,39,8.5,0,26.0
1356,EMEA,23,13.0,1,46.3
1357,NA,52,65.8,0,78.9
1358,APAC,16,39.0,1,48.3
1359,APAC,24,67.4,0,73.5
1360,EMEA,58,57.9,0,52.5
1361,LATAM,7,32.0,1,33.6
1362,LATAM,37,70.7,0,46.2
1363,EMEA,37,61.4,0,51.7
1364,APAC,41,36.5,1,33.5
1365,APAC,10,60.9,0,60.3
1366,NA,23,39.0,1,26.0
1367,NA,27,65.2,0,49.5
1368,NA,24,40.3,1,40.1
1369,APAC,44,74.1,0,48.0
1370,NA,4,46.8,0,29.9
1371,APAC,31,85.7,0,68.3
1372,APAC,15,48.9,0,67.1
1373,NA,47,71.7,0,65.8
1374,NA,39,40.3,0,35.8
1375,LATAM,58,44.8,0,56.8
1376,NA,47,67.9,0,56.3
1377,LATAM,36,64.5,0,49.3
1378,EMEA,5,44.9,1,20.6
1379,APAC,11,33.4,1,41.6
1380,APAC,20,25.3,1,47.5
1381,EMEA,18,45.6,0,35.6
1382,EMEA,39,53.8,0,33.9
1383,APAC,12,69.0,0,56.3
1384,APAC,57,52.6,0,25.6
1385,APAC,38,26.6,1,17.1
1386,LATAM,5,55.1,0,44.6
1387,NA,38,44.5,1,56.9
1388,EMEA,2,49.0,0,37.5
1389,EMEA,41,57.4,0,30.2
1390,EMEA,21,43.6,1,30.5
1391,EMEA,19,60.8,0,52.3
1392,APAC,17,44.1,0,45.4
1393,EMEA,41,53.4,0,74.8
1394,EMEA,13,44.6,0,58.3
1395,APAC,2,34.5,1,39.1
1396,EMEA,15,64.2,0,72.5
1397,NA,48,58.9,0,48.3
1398,EMEA,26,53.7,0,37.3
1399,NA,31,63.7,0,50.0
1400,EMEA,4,63.6,0,67.6
1401,NA,21,49.5,0,45.7
1402,LATAM,43,51.4,0,45.1
1403,EMEA,34,43.1,1,52.3
1404,LATAM,12,42.2,1,41.5
1405,NA,36,75.2,0,69.7
1406,EMEA,50,55.1,0,40.5
1407,NA,4,71.8,0,62.2
1408,LATAM,3,66.0,0,39.8
1409,APAC,45,35.1,1,44.9
1410,NA,53,50.0,1,51.1
1411,NA,27,50.4,0,37.9
1412,LATAM,11,57.3,0,44.9
1413,LATAM,19,61.5,1,68.0
1414,EMEA,46,34.9,1,41.2
1415,NA,49,40.9,1,43.7
1416,LATAM,58,24.1,1,41.4
1417,EMEA,37,59.0,0,63.5
1418,LATAM,47,43.3,1,47.7
1419,EMEA,46,41.0,0,51.3
1420,NA,9,58.6,1,71.4
1421,NA,14,44.9,1,33.9
1422,NA,3,57.9,0,68.1
1423,APAC,14,29.3,1,33.5
1424,NA,49,15.2,1,28.2
1425,APAC,21,71.2,0,52.2
1426,EMEA,48,43.9,0,37.6
1427,APAC,9,78.9,0,45.9
1428,LATAM,21,53.5,1,53.9
1429,EMEA,46,67.5,0,37.6
1430,APAC,43,60.9,0,66.8
1431,APAC,37,51.2,0,63.0
1432,LATAM,54,47.0,0,45.4
1433,EMEA,37,45.7,0,52.7
1434,APAC,5,30.1,1,18.9
1435,APAC,26,48.2,0,29.1
1436,NA,47,44.8,0,33.1
1437,APAC,56,33.5,1,39.6
1438,EMEA,11,40.7,0,27.8
1439,APAC,37,75.2,0,64.1
1440,EMEA,43,65.6,0,53.8
1441,NA,24,38.0,0,34.0
1442,NA,29,93.8,0,88.8
1443,APAC,57,39.8,1,39.1
1444,APAC,42,51.4,0,51.0
1445,LATAM,39,47.5,0,29.3
1446,NA,4,26.9,1,54.6
1447,APAC,26,28.4,1,47.8
1448,APAC,39,49.5,0,46.4
1449,NA,39,67.8,0,66.4
1450,LATAM,42,39.2,0,41.7
1451,EMEA,23,29.5,1,41.8
1452,LATAM,4,42.8,0,38.7
1453,APAC,34,56.3,0,59.2
1454,NA,28,59.9,0,81.1
1455,APAC,49,31.2,0,58.9
1456,EMEA,23,31.4,1,31.1
1457,EMEA,24,33.9,1,36.5
1458,LATAM,28,61.6,0,56.6
1459,LATAM,17,38.3,1,36.0
1460,APAC,14,32.6,1,25.3
1461,NA,39,37.8,0,56.4
1462,APAC,47,26.3,1,27.3
1463,APAC,21,44.7,0,44.6
1464,EMEA,52,66.8,0,77.7
1465,APAC,50,37.0,1,19.7
1466,NA,9,38.5,1,52.5
1467,NA,14,77.0,0,40.9
1468,EMEA,43,23.7,1,32.5
1469,APAC,30,36.8,0,59.2
1470,LATAM,55,74.2,0,53.6
1471,NA,37,18.5,1,38.3
1472,EMEA,31,28.5,1,22.1
1473,APAC,42,65.6,0,69.2
1474,EMEA,47,56.2,0,48.8
1475,APAC,33,62.8,0,59.0
1476,APAC,34,71.4,0,58.9
1477,EMEA,51,48.4,0,41.3
1478,APAC,29,34.8,1,28.7
1479,LATAM,34,30.8,1,29.4
1480,LATAM,43,53.7,0,51.8
1481,LATAM,14,48.7,1,72.0
1482,LATAM,57,44.1,0,45.9
1483,NA,46,42.0,0,61.8
1484,APAC,21,64.3,0,46.6
1485,EMEA,11,52.0,0,35.5
1486,EMEA,20,33.0,1,39.9
1487,APAC,34,30.3,1,23.0
1488,NA,9,73.4,0,38.0
1489,LATAM,58,58.9,0,33.3
1490,LATAM,28,83.4,0,71.8
1491,NA,15,43.4,0,51.8
1492,NA,6,50.3,0,61.1
1493,LATAM,54,55.1,0,65.3
1494,EMEA,9,36.8,0,44.2
1495,APAC,10,71.2,0,53.8
1496,EMEA,50,65.1,0,57.8
1497,EMEA,5,73.4,0,51.0
1498,LATAM,3,74.9,0,49.2
1499,EMEA,8,52.2,0,57.2
1500,LATAM,54,77.2,0,56.9
